day,kinko,Ptime,kokyaku,kokyaku_total,WD,core,starttime,endtime
44179,1172,0.003923611,389675,14272200,2,6.3,44179.05191,44179.05583
44179,1267,0.003599537,431492,14272200,2,6.3,44179.0523,44179.0559
44179,1104,0.004699074,627091,14272200,2,6.3,44179.05233,44179.05703
44179,1174,0.003634259,414011,14272200,2,6.3,44179.0526,44179.05624
44179,1123,0.004791667,538870,14272200,2,6.3,44179.05329,44179.05808
44179,1208,0.002743056,381642,6678291,2,7.3,44179.05373,44179.05647
44179,1348,0.004328704,504483,14272200,2,6.3,44179.05375,44179.05808
44179,1380,0.002314815,212294,6678291,2,7.3,44179.05382,44179.05613
44179,1181,0.003935185,485939,14272200,2,6.3,44179.05462,44179.05855
44179,1346,0.002534722,287680,6678291,2,7.3,44179.05522,44179.05775
44179,1227,0.002766204,433066,6678291,2,7.3,44179.05649,44179.05926
44179,1370,0.003680556,662210,6678291,2,7.3,44179.05734,44179.06102
44179,1206,0.003402778,630731,14272200,2,6.3,44179.05925,44179.06265
44179,1396,0.003240741,716696,6678291,2,7.3,44179.06015,44179.06339
44179,1358,0.005196759,1525358,6678291,2,7.3,44179.06348,44179.06868
44179,1394,0.004050926,933915,14272200,2,6.3,44179.06457,44179.06862
44179,1260,0.008263889,2459345,6678291,2,7.3,44179.07054,44179.07881
44179,1356,0.008148148,2566335,14272200,2,6.3,44179.07102,44179.07917
44180,1100,0.002256944,0,14272200,3,6.3,44180.0539,44180.05616
44180,1299,0.002361111,0,6678291,3,7.3,44180.05604,44180.0584
44180,1153,0.003738426,452484,14272200,3,6.3,44180.05616,44180.0599
44180,1380,0.002627315,212294,6678291,3,7.3,44180.05824,44180.06087
44180,1188,0.004074074,365500,14272200,3,6.3,44180.05838,44180.06245
44180,1208,0.003310185,381642,6678291,3,7.3,44180.0584,44180.06171
44180,1346,0.002847222,287680,6678291,3,7.3,44180.05953,44180.06237
44180,1172,0.004166667,389675,14272200,3,6.3,44180.06047,44180.06464
44180,1104,0.005868056,627091,14272200,3,6.3,44180.06117,44180.06704
44180,1123,0.00525463,538870,14272200,3,6.3,44180.06135,44180.06661
44180,1267,0.003703704,431492,14272200,3,6.3,44180.06153,44180.06523
44180,1227,0.003171296,433066,6678291,3,7.3,44180.06201,44180.06519
44180,1370,0.004131944,662210,6678291,3,7.3,44180.06215,44180.06628
44180,1174,0.004583333,414011,14272200,3,6.3,44180.06281,44180.0674
44180,1348,0.004594907,504483,14272200,3,6.3,44180.06302,44180.06762
44180,1181,0.004456019,485939,14272200,3,6.3,44180.06378,44180.06824
44180,1396,0.003321759,716696,6678291,3,7.3,44180.0663,44180.06962
44180,1206,0.003391204,630731,14272200,3,6.3,44180.06902,44180.07241
44180,1358,0.005532407,1525358,6678291,3,7.3,44180.07118,44180.07671
44180,1394,0.004027778,933915,14272200,3,6.3,44180.07478,44180.07881
44181,1299,0.002326389,0,6678291,4,7.3,44181.06631,44181.06863
44181,1380,0.00244213,212294,6678291,4,7.3,44181.06896,44181.0714
44181,1208,0.002997685,381642,6678291,4,7.3,44181.07042,44181.07341
44181,1346,0.002766204,287680,6678291,4,7.3,44181.07078,44181.07354
44181,1227,0.002939815,433066,6678291,4,7.3,44181.07275,44181.07569
44181,1100,0.002372685,0,14272200,4,6.3,44181.07313,44181.0755
44181,1153,0.004074074,452484,14272200,4,6.3,44181.07413,44181.07821
44181,1370,0.003761574,662210,6678291,4,7.3,44181.07472,44181.07848
44181,1188,0.003981481,365500,14272200,4,6.3,44181.07626,44181.08024
44181,1396,0.003252315,716696,6678291,4,7.3,44181.07809,44181.08134
44181,1172,0.004178241,389675,14272200,4,6.3,44181.07818,44181.08236
44181,1267,0.003854167,431492,14272200,4,6.3,44181.07836,44181.08221
44181,1174,0.003888889,414011,14272200,4,6.3,44181.07942,44181.08331
44182,1100,0.002581019,0,14272200,5,6.3,44182.05465,44182.05723
44182,1299,0.002372685,0,6678291,5,7.3,44182.05559,44182.05796
44182,1153,0.00400463,452484,14272200,5,6.3,44182.0566,44182.0606
44182,1380,0.002372685,212294,6678291,5,7.3,44182.05784,44182.06021
44182,1188,0.003946759,365500,14272200,5,6.3,44182.05821,44182.06215
44182,1208,0.003125,381642,6678291,5,7.3,44182.05873,44182.06185
44182,1346,0.002824074,287680,6678291,5,7.3,44182.05978,44182.0626
44182,1172,0.00412037,389675,14272200,5,6.3,44182.06112,44182.06524
44182,1227,0.002881944,433066,6678291,5,7.3,44182.06175,44182.06463
44182,1267,0.003576389,431492,14272200,5,6.3,44182.06182,44182.06539
44182,1104,0.004988426,627091,14272200,5,6.3,44182.06209,44182.06708
44182,1123,0.004918981,538870,14272200,5,6.3,44182.06216,44182.06708
44182,1348,0.004965278,504483,14272200,5,6.3,44182.0623,44182.06727
44182,1174,0.004074074,414011,14272200,5,6.3,44182.06251,44182.06659
44182,1370,0.003842593,662210,6678291,5,7.3,44182.06307,44182.06691
44182,1181,0.004456019,485939,14272200,5,6.3,44182.06373,44182.06818
44182,1396,0.003252315,716696,6678291,5,7.3,44182.06565,44182.0689
44182,1206,0.003368056,630731,14272200,5,6.3,44182.06839,44182.07176
44182,1358,0.005185185,1525358,6678291,5,7.3,44182.07137,44182.07655
44182,1394,0.004027778,933915,14272200,5,6.3,44182.07537,44182.0794
44183,1100,0.002395833,0,14272200,6,6.3,44183.05067,44183.05307
44183,1153,0.003761574,452484,14272200,6,6.3,44183.05259,44183.05635
44183,1188,0.003831019,365500,14272200,6,6.3,44183.05498,44183.05881
44183,1299,0.002789352,0,6678291,6,7.3,44183.05567,44183.05846
44183,1172,0.003854167,389675,14272200,6,6.3,44183.05751,44183.06137
44183,1380,0.002291667,212294,6678291,6,7.3,44183.05773,44183.06002
44183,1267,0.003506944,431492,14272200,6,6.3,44183.05787,44183.06138
44183,1208,0.003078704,381642,6678291,6,7.3,44183.05855,44183.06163
44183,1104,0.005416667,627091,14272200,6,6.3,44183.0587,44183.06412
44183,1174,0.003703704,414011,14272200,6,6.3,44183.05877,44183.06248
44183,1348,0.005381944,504483,14272200,6,6.3,44183.05917,44183.06455
44183,1123,0.004907407,538870,14272200,6,6.3,44183.05921,44183.06412
44183,1346,0.003206019,287680,6678291,6,7.3,44183.05987,44183.06308
44183,1181,0.004328704,485939,14272200,6,6.3,44183.06034,44183.06466
44183,1227,0.002951389,433066,6678291,6,7.3,44183.06219,44183.06514
44183,1370,0.003900463,662210,6678291,6,7.3,44183.06273,44183.06663
44183,1206,0.003715278,630731,14272200,6,6.3,44183.06521,44183.06892
44183,1396,0.003263889,716696,6678291,6,7.3,44183.06639,44183.06965
44183,1358,0.005289352,1525358,6678291,6,7.3,44183.07117,44183.07646
44183,1394,0.004328704,933915,14272200,6,6.3,44183.07153,44183.07586
44184,1100,0.002141204,0,14272200,7,6.3,44184.05061,44184.05275
44184,1153,0.003738426,452484,14272200,7,6.3,44184.053,44184.05674
44184,1188,0.003935185,365500,14272200,7,6.3,44184.05517,44184.05911
44184,1299,0.002106481,0,6678291,7,7.3,44184.05575,44184.05786
44184,1172,0.004236111,389675,14272200,7,6.3,44184.05796,44184.0622
44184,1380,0.002418981,212294,6678291,7,7.3,44184.05799,44184.06041
44184,1267,0.004074074,431492,14272200,7,6.3,44184.05813,44184.0622
44184,1174,0.0040625,414011,14272200,7,6.3,44184.05829,44184.06235
44184,1123,0.004930556,538870,14272200,7,6.3,44184.05852,44184.06345
44184,1104,0.004895833,627091,14272200,7,6.3,44184.05861,44184.06351
44184,1208,0.003055556,381642,6678291,7,7.3,44184.05918,44184.06223
44184,1348,0.004675926,504483,14272200,7,6.3,44184.05962,44184.06429
44184,1346,0.002800926,287680,6678291,7,7.3,44184.05966,44184.06247
44184,1181,0.004305556,485939,14272200,7,6.3,44184.06078,44184.06508
44184,1227,0.002719907,433066,6678291,7,7.3,44184.06221,44184.06493
44184,1370,0.003877315,662210,6678291,7,7.3,44184.06257,44184.06645
44184,1206,0.003483796,630731,14272200,7,6.3,44184.06571,44184.06919
44184,1396,0.003078704,716696,6678291,7,7.3,44184.06657,44184.06965
44184,1358,0.005289352,1525358,6678291,7,7.3,44184.07159,44184.07688
44184,1394,0.004386574,933915,14272200,7,6.3,44184.07248,44184.07686
44186,1100,0.002222222,0,14272200,2,6.3,44186.05316,44186.05538
44186,1299,0.002164352,0,6678291,2,7.3,44186.05521,44186.05737
44186,1153,0.00349537,452484,14272200,2,6.3,44186.05583,44186.05933
44186,1380,0.002361111,212294,6678291,2,7.3,44186.05726,44186.05962
44186,1188,0.003564815,365500,14272200,2,6.3,44186.05751,44186.06108
44186,1208,0.003101852,381642,6678291,2,7.3,44186.05823,44186.06133
44186,1346,0.00287037,287680,6678291,2,7.3,44186.05848,44186.06135
44186,1104,0.005081019,627091,14272200,2,6.3,44186.05903,44186.06411
44186,1172,0.003784722,389675,14272200,2,6.3,44186.05942,44186.06321
44186,1267,0.003634259,431492,14272200,2,6.3,44186.05949,44186.06313
44186,1227,0.003090278,433066,6678291,2,7.3,44186.05981,44186.06291
44186,1123,0.004618056,538870,14272200,2,6.3,44186.06069,44186.06531
44186,1174,0.003877315,414011,14272200,2,6.3,44186.06079,44186.06466
44186,1348,0.004814815,504483,14272200,2,6.3,44186.06088,44186.06569
44186,1370,0.003796296,662210,6678291,2,7.3,44186.061,44186.06479
44186,1181,0.003888889,485939,14272200,2,6.3,44186.06353,44186.06742
44186,1396,0.003252315,716696,6678291,2,7.3,44186.06412,44186.06737
44186,1206,0.003263889,630731,14272200,2,6.3,44186.06669,44186.06995
44186,1358,0.005196759,1525358,6678291,2,7.3,44186.0681,44186.0733
44186,1394,0.004201389,933915,14272200,2,6.3,44186.07199,44186.07619
44187,1100,0.00212963,0,14272200,3,6.3,44187.05852,44187.06065
44187,1299,0.002199074,0,6678291,3,7.3,44187.05964,44187.06184
44187,1153,0.003668981,452484,14272200,3,6.3,44187.06094,44187.06461
44187,1380,0.002349537,212294,6678291,3,7.3,44187.06208,44187.06443
44187,1188,0.003842593,365500,14272200,3,6.3,44187.06247,44187.06631
44187,1346,0.003055556,287680,6678291,3,7.3,44187.0634,44187.06646
44187,1208,0.00318287,381642,6678291,3,7.3,44187.06343,44187.06661
44187,1172,0.004027778,389675,14272200,3,6.3,44187.06558,44187.06961
44187,1227,0.002974537,433066,6678291,3,7.3,44187.06593,44187.0689
44187,1267,0.003506944,431492,14272200,3,6.3,44187.06611,44187.06962
44187,1104,0.005868056,627091,14272200,3,6.3,44187.0662,44187.07207
44187,1370,0.003680556,662210,6678291,3,7.3,44187.06641,44187.07009
44187,1174,0.004259259,414011,14272200,3,6.3,44187.06691,44187.07117
44187,1348,0.004560185,504483,14272200,3,6.3,44187.06726,44187.07182
44187,1123,0.004618056,538870,14272200,3,6.3,44187.06828,44187.07289
44187,1181,0.004201389,485939,14272200,3,6.3,44187.06847,44187.07267
44187,1396,0.003263889,716696,6678291,3,7.3,44187.06986,44187.07313
44187,1206,0.00337963,630731,14272200,3,6.3,44187.07341,44187.07679
44187,1358,0.005428241,1525358,6678291,3,7.3,44187.07596,44187.08139
44188,1100,0.002337963,0,14272200,4,6.3,44188.05009,44188.05243
44188,1153,0.003796296,452484,14272200,4,6.3,44188.05292,44188.05671
44188,1188,0.003831019,365500,14272200,4,6.3,44188.05501,44188.05884
44188,1299,0.002094907,0,6678291,4,7.3,44188.05572,44188.05781
44188,1172,0.004189815,389675,14272200,4,6.3,44188.05774,44188.06193
44188,1380,0.002719907,212294,6678291,4,7.3,44188.05779,44188.06051
44188,1267,0.003668981,431492,14272200,4,6.3,44188.05825,44188.06192
44188,1123,0.00474537,538870,14272200,4,6.3,44188.05848,44188.06323
44188,1208,0.00306713,381642,6678291,4,7.3,44188.05907,44188.06214
44188,1174,0.003900463,414011,14272200,4,6.3,44188.05907,44188.06297
44188,1104,0.005023148,627091,14272200,4,6.3,44188.05921,44188.06424
44188,1348,0.004722222,504483,14272200,4,6.3,44188.05935,44188.06407
44188,1346,0.002696759,287680,6678291,4,7.3,44188.05953,44188.06222
44188,1181,0.00474537,485939,14272200,4,6.3,44188.05987,44188.06462
44188,1227,0.003090278,433066,6678291,4,7.3,44188.06141,44188.0645
44188,1370,0.004050926,662210,6678291,4,7.3,44188.06265,44188.0667
44188,1396,0.003298611,716696,6678291,4,7.3,44188.06543,44188.06873
44188,1206,0.00349537,630731,14272200,4,6.3,44188.06549,44188.06898
44188,1358,0.005115741,1525358,6678291,4,7.3,44188.07144,44188.07655
44188,1394,0.004016204,933915,14272200,4,6.3,44188.0726,44188.07662
44189,1100,0.002164352,0,14272200,5,6.3,44189.05001,44189.05218
44189,1153,0.003946759,452484,14272200,5,6.3,44189.05297,44189.05692
44189,1188,0.003865741,365500,14272200,5,6.3,44189.05463,44189.0585
44189,1299,0.002013889,0,6678291,5,7.3,44189.05561,44189.05763
44189,1172,0.004444444,389675,14272200,5,6.3,44189.05745,44189.0619
44189,1104,0.005717593,627091,14272200,5,6.3,44189.0578,44189.06352
44189,1380,0.002662037,212294,6678291,5,7.3,44189.0578,44189.06046
44189,1174,0.004502315,414011,14272200,5,6.3,44189.0581,44189.0626
44189,1123,0.004849537,538870,14272200,5,6.3,44189.0581,44189.06295
44189,1267,0.00380787,431492,14272200,5,6.3,44189.05819,44189.062
44189,1208,0.002974537,381642,6678291,5,7.3,44189.05867,44189.06164
44189,1348,0.004872685,504483,14272200,5,6.3,44189.05927,44189.06414
44189,1181,0.004456019,485939,14272200,5,6.3,44189.05962,44189.06407
44189,1346,0.002569444,287680,6678291,5,7.3,44189.05966,44189.06223
44189,1227,0.002905093,433066,6678291,5,7.3,44189.06141,44189.06432
44189,1370,0.00400463,662210,6678291,5,7.3,44189.06277,44189.06677
44189,1206,0.003449074,630731,14272200,5,6.3,44189.06464,44189.06809
44189,1396,0.003449074,716696,6678291,5,7.3,44189.06618,44189.06963
44189,1394,0.00431713,933915,14272200,5,6.3,44189.07106,44189.07538
44189,1358,0.005289352,1525358,6678291,5,7.3,44189.07181,44189.07709
44190,1299,0.002037037,0,6678291,6,7.3,44190.05914,44190.06118
44190,1100,0.002349537,0,14272200,6,6.3,44190.06073,44190.06308
44190,1380,0.002361111,212294,6678291,6,7.3,44190.06153,44190.06389
44190,1208,0.003206019,381642,6678291,6,7.3,44190.06211,44190.06531
44190,1346,0.002905093,287680,6678291,6,7.3,44190.0624,44190.0653
44190,1153,0.003969907,452484,14272200,6,6.3,44190.06373,44190.0677
44190,1227,0.002916667,433066,6678291,6,7.3,44190.06451,44190.06743
44190,1188,0.003738426,365500,14272200,6,6.3,44190.0659,44190.06964
44190,1370,0.00400463,662210,6678291,6,7.3,44190.06631,44190.07031
44190,1172,0.004259259,389675,14272200,6,6.3,44190.06834,44190.0726
44190,1104,0.005011574,627091,14272200,6,6.3,44190.06858,44190.07359
44190,1267,0.003912037,431492,14272200,6,6.3,44190.06867,44190.07258
44190,1396,0.003263889,716696,6678291,6,7.3,44190.06875,44190.07201
44190,1174,0.003773148,414011,14272200,6,6.3,44190.06951,44190.07329
44190,1123,0.00443287,538870,14272200,6,6.3,44190.06958,44190.07402
44190,1348,0.004710648,504483,14272200,6,6.3,44190.06994,44190.07465
44190,1181,0.004456019,485939,14272200,6,6.3,44190.07063,44190.07508
44190,1358,0.00537037,1525358,6678291,6,7.3,44190.07469,44190.08006
44190,1206,0.003240741,630731,14272200,6,6.3,44190.07696,44190.0802
44191,1100,0.002256944,0,14272200,7,6.3,44191.062,44191.06426
44191,1299,0.002164352,0,6678291,7,7.3,44191.06295,44191.06512
44191,1153,0.00443287,452484,14272200,7,6.3,44191.06468,44191.06911
44191,1380,0.002546296,212294,6678291,7,7.3,44191.0658,44191.06834
44191,1208,0.004097222,381642,6678291,7,7.3,44191.06696,44191.07105
44191,1188,0.003611111,365500,14272200,7,6.3,44191.06698,44191.07059
44191,1346,0.003622685,287680,6678291,7,7.3,44191.06749,44191.07111
44191,1227,0.003101852,433066,6678291,7,7.3,44191.06992,44191.07302
44191,1172,0.003888889,389675,14272200,7,6.3,44191.07044,44191.07433
44191,1267,0.003553241,431492,14272200,7,6.3,44191.07053,44191.07409
44191,1104,0.005185185,627091,14272200,7,6.3,44191.07069,44191.07588
44191,1348,0.004976852,504483,14272200,7,6.3,44191.07076,44191.07574
44191,1123,0.004826389,538870,14272200,7,6.3,44191.07081,44191.07564
44191,1370,0.0040625,662210,6678291,7,7.3,44191.07098,44191.07505
44191,1174,0.00375,414011,14272200,7,6.3,44191.07103,44191.07478
44191,1181,0.0040625,485939,14272200,7,6.3,44191.07227,44191.07633
44191,1396,0.003310185,716696,6678291,7,7.3,44191.07499,44191.0783
44191,1206,0.003483796,630731,14272200,7,6.3,44191.07811,44191.0816
44193,1299,0.002164352,0,6678291,2,7.3,44193.06554,44193.06771
44193,1100,0.002175926,0,14272200,2,6.3,44193.06688,44193.06905
44193,1380,0.002361111,212294,6678291,2,7.3,44193.06764,44193.07
44193,1208,0.003148148,381642,6678291,2,7.3,44193.06836,44193.0715
44193,1346,0.003055556,287680,6678291,2,7.3,44193.06844,44193.07149
44193,1153,0.003483796,452484,14272200,2,6.3,44193.06991,44193.07339
44193,1227,0.003090278,433066,6678291,2,7.3,44193.0705,44193.07359
44193,1188,0.003356481,365500,14272200,2,6.3,44193.07115,44193.0745
44193,1370,0.003888889,662210,6678291,2,7.3,44193.07167,44193.07556
44193,1172,0.003969907,389675,14272200,2,6.3,44193.07309,44193.07706
44193,1104,0.005300926,627091,14272200,2,6.3,44193.07343,44193.07873
44193,1267,0.003784722,431492,14272200,2,6.3,44193.07373,44193.07751
44193,1174,0.003888889,414011,14272200,2,6.3,44193.07397,44193.07786
44193,1123,0.004884259,538870,14272200,2,6.3,44193.07397,44193.07885
44193,1396,0.003252315,716696,6678291,2,7.3,44193.07404,44193.07729
44193,1348,0.004513889,504483,14272200,2,6.3,44193.07522,44193.07973
44193,1181,0.004143519,485939,14272200,2,6.3,44193.07729,44193.08144
44194,1299,0.002106481,0,6678291,3,7.3,44194.06977,44194.07188
44194,1380,0.002268519,212294,6678291,3,7.3,44194.07186,44194.07413
44194,1208,0.003506944,381642,6678291,3,7.3,44194.07295,44194.07646
44194,1346,0.002986111,287680,6678291,3,7.3,44194.07345,44194.07644
44194,1227,0.003148148,433066,6678291,3,7.3,44194.07521,44194.07836
44194,1370,0.003888889,662210,6678291,3,7.3,44194.07747,44194.08135
44195,1100,0.002094907,0,14272200,4,6.3,44195.0542,44195.0563
44195,1153,0.003726852,452484,14272200,4,6.3,44195.05693,44195.06066
44195,1188,0.003738426,365500,14272200,4,6.3,44195.05822,44195.06196
44195,1299,0.002222222,0,6678291,4,7.3,44195.05934,44195.06156
44195,1172,0.004131944,389675,14272200,4,6.3,44195.06061,44195.06475
44195,1267,0.003587963,431492,14272200,4,6.3,44195.06152,44195.0651
44195,1104,0.004895833,627091,14272200,4,6.3,44195.06159,44195.06648
44195,1380,0.002314815,212294,6678291,4,7.3,44195.06208,44195.0644
44195,1174,0.00375,414011,14272200,4,6.3,44195.06242,44195.06617
44195,1123,0.004907407,538870,14272200,4,6.3,44195.06251,44195.06742
44195,1208,0.002986111,381642,6678291,4,7.3,44195.06308,44195.06606
44195,1348,0.004502315,504483,14272200,4,6.3,44195.06329,44195.06779
44195,1181,0.004201389,485939,14272200,4,6.3,44195.06333,44195.06753
44195,1346,0.002905093,287680,6678291,4,7.3,44195.06345,44195.06635
44195,1227,0.003194444,433066,6678291,4,7.3,44195.0652,44195.06839
44195,1370,0.003726852,662210,6678291,4,7.3,44195.06677,44195.0705
44195,1206,0.0034375,630731,14272200,4,6.3,44195.06861,44195.07205
44195,1396,0.003252315,716696,6678291,4,7.3,44195.06957,44195.07282
44195,1394,0.004201389,933915,14272200,4,6.3,44195.07521,44195.07941
44195,1358,0.005613426,1525358,6678291,4,7.3,44195.07532,44195.08094
44196,1100,0.00224537,0,14272200,5,6.3,44196.05079,44196.05303
44196,1153,0.003761574,452484,14272200,5,6.3,44196.05322,44196.05698
44196,1188,0.003368056,365500,14272200,5,6.3,44196.05457,44196.05794
44196,1299,0.00212963,0,6678291,5,7.3,44196.05571,44196.05784
44196,1172,0.00380787,389675,14272200,5,6.3,44196.0578,44196.06161
44196,1380,0.002372685,212294,6678291,5,7.3,44196.05799,44196.06036
44196,1267,0.003576389,431492,14272200,5,6.3,44196.05803,44196.06161
44196,1104,0.00474537,627091,14272200,5,6.3,44196.05832,44196.06307
44196,1123,0.004386574,538870,14272200,5,6.3,44196.05875,44196.06314
44196,1174,0.003460648,414011,14272200,5,6.3,44196.05883,44196.06229
44196,1208,0.00306713,381642,6678291,5,7.3,44196.05914,44196.06221
44196,1346,0.0028125,287680,6678291,5,7.3,44196.05951,44196.06233
44196,1348,0.004722222,504483,14272200,5,6.3,44196.05972,44196.06444
44196,1181,0.004259259,485939,14272200,5,6.3,44196.06019,44196.06444
44196,1227,0.003078704,433066,6678291,5,7.3,44196.06156,44196.06464
44196,1370,0.003796296,662210,6678291,5,7.3,44196.06323,44196.06703
44196,1206,0.003368056,630731,14272200,5,6.3,44196.06543,44196.0688
44196,1396,0.003101852,716696,6678291,5,7.3,44196.06569,44196.0688
44196,1358,0.0053125,1525358,6678291,5,7.3,44196.0712,44196.07652
44196,1394,0.004039352,933915,14272200,5,6.3,44196.07168,44196.07572
44197,1100,0.001956019,0,14272200,6,6.3,44197.04733,44197.04928
44197,1299,0.002060185,0,6678291,6,7.3,44197.04823,44197.05029
44197,1153,0.003506944,452484,14272200,6,6.3,44197.04859,44197.05209
44197,1188,0.003402778,365500,14272200,6,6.3,44197.05008,44197.05348
44197,1208,0.00287037,381642,6678291,6,7.3,44197.05051,44197.05338
44197,1380,0.002268519,212294,6678291,6,7.3,44197.05056,44197.05282
44197,1346,0.002569444,287680,6678291,6,7.3,44197.05164,44197.05421
44197,1172,0.00412037,389675,14272200,6,6.3,44197.05199,44197.05611
44197,1104,0.005289352,627091,14272200,6,6.3,44197.05213,44197.05742
44197,1267,0.003680556,431492,14272200,6,6.3,44197.05274,44197.05642
44197,1174,0.003680556,414011,14272200,6,6.3,44197.05297,44197.05666
44197,1123,0.00462963,538870,14272200,6,6.3,44197.05318,44197.05781
44197,1370,0.004212963,662210,6678291,6,7.3,44197.05366,44197.05787
44197,1227,0.003125,433066,6678291,6,7.3,44197.05366,44197.05678
44197,1181,0.004386574,485939,14272200,6,6.3,44197.05446,44197.05884
44197,1348,0.004537037,504483,14272200,6,6.3,44197.0545,44197.05904
44197,1396,0.003206019,716696,6678291,6,7.3,44197.05662,44197.05983
44197,1206,0.003634259,630731,14272200,6,6.3,44197.05951,44197.06315
44197,1358,0.005115741,1525358,6678291,6,7.3,44197.06116,44197.06627
44197,1394,0.0040625,933915,14272200,6,6.3,44197.06444,44197.06851
44197,1260,0.008171296,2459345,6678291,6,7.3,44197.06774,44197.07591
44197,1356,0.008576389,2566335,14272200,6,6.3,44197.07141,44197.07999
44198,1100,0.002048611,0,14272200,7,6.3,44198.03336,44198.03541
44198,1153,0.003622685,452484,14272200,7,6.3,44198.034,44198.03763
44198,1299,0.002025463,0,6678291,7,7.3,44198.0344,44198.03642
44198,1380,0.002372685,212294,6678291,7,7.3,44198.03578,44198.03815
44198,1208,0.002881944,381642,6678291,7,7.3,44198.03603,44198.03891
44198,1188,0.003587963,365500,14272200,7,6.3,44198.03608,44198.03966
44198,1172,0.004166667,389675,14272200,7,6.3,44198.03737,44198.04154
44198,1346,0.002708333,287680,6678291,7,7.3,44198.03758,44198.04029
44198,1267,0.003912037,431492,14272200,7,6.3,44198.03793,44198.04184
44198,1123,0.004930556,538870,14272200,7,6.3,44198.03793,44198.04286
44198,1104,0.005219907,627091,14272200,7,6.3,44198.03895,44198.04417
44198,1174,0.004143519,414011,14272200,7,6.3,44198.03897,44198.04311
44198,1227,0.003055556,433066,6678291,7,7.3,44198.0391,44198.04215
44198,1348,0.004872685,504483,14272200,7,6.3,44198.03921,44198.04409
44198,1370,0.0040625,662210,6678291,7,7.3,44198.03951,44198.04358
44198,1181,0.004444444,485939,14272200,7,6.3,44198.04063,44198.04507
44198,1396,0.003356481,716696,6678291,7,7.3,44198.04184,44198.0452
44198,1206,0.00349537,630731,14272200,7,6.3,44198.04468,44198.04817
44198,1358,0.005497685,1525358,6678291,7,7.3,44198.04634,44198.05184
44198,1394,0.004085648,933915,14272200,7,6.3,44198.05072,44198.0548
44198,1260,0.00849537,2459345,6678291,7,7.3,44198.05222,44198.06072
44198,1356,0.008738426,2566335,14272200,7,6.3,44198.05498,44198.06372
44199,1100,0.002685185,0,14272200,1,6.3,44199.04067,44199.04336
44199,1153,0.004386574,452484,14272200,1,6.3,44199.04148,44199.04587
44199,1188,0.004027778,365500,14272200,1,6.3,44199.04295,44199.04698
44199,1299,0.002164352,0,6678291,1,7.3,44199.04493,44199.04709
44199,1104,0.0053125,627091,14272200,1,6.3,44199.04521,44199.05052
44199,1267,0.004143519,431492,14272200,1,6.3,44199.04606,44199.05021
44199,1172,0.004247685,389675,14272200,1,6.3,44199.04682,44199.05106
44199,1380,0.002997685,212294,6678291,1,7.3,44199.0473,44199.0503
44199,1174,0.004108796,414011,14272200,1,6.3,44199.04755,44199.05166
44199,1123,0.005046296,538870,14272200,1,6.3,44199.0478,44199.05285
44199,1208,0.003587963,381642,6678291,1,7.3,44199.04866,44199.05225
44199,1348,0.005717593,504483,14272200,1,6.3,44199.04868,44199.0544
44199,1181,0.004988426,485939,14272200,1,6.3,44199.04899,44199.05398
44199,1346,0.003252315,287680,6678291,1,7.3,44199.04902,44199.05227
44199,1227,0.003483796,433066,6678291,1,7.3,44199.05095,44199.05443
44199,1370,0.004375,662210,6678291,1,7.3,44199.05209,44199.05647
44199,1206,0.003784722,630731,14272200,1,6.3,44199.05411,44199.05789
44199,1396,0.003831019,716696,6678291,1,7.3,44199.05578,44199.05961
44199,1394,0.004039352,933915,14272200,1,6.3,44199.06351,44199.06755
44199,1358,0.005891204,1525358,6678291,1,7.3,44199.06381,44199.0697
44199,1260,0.008738426,2459345,6678291,1,7.3,44199.06852,44199.07726
44199,1356,0.0078125,2566335,14272200,1,6.3,44199.0728,44199.08061
44200,1100,0.001979167,0,14272200,2,6.3,44200.07509,44200.07707
44200,1299,0.001967593,0,6678291,2,7.3,44200.07536,44200.07733
44200,1153,0.003993056,452484,14272200,2,6.3,44200.0758,44200.07979
44200,1380,0.002465278,212294,6678291,2,7.3,44200.07747,44200.07993
44200,1188,0.003425926,365500,14272200,2,6.3,44200.07756,44200.08098
44200,1208,0.002858796,381642,6678291,2,7.3,44200.07756,44200.08042
44200,1172,0.003946759,389675,14272200,2,6.3,44200.07882,44200.08277
44200,1346,0.002638889,287680,6678291,2,7.3,44200.07896,44200.0816
44200,1267,0.003541667,431492,14272200,2,6.3,44200.0797,44200.08324
44200,1227,0.002974537,433066,6678291,2,7.3,44200.08016,44200.08314
44201,1299,0.002233796,0,6678291,3,7.3,44201.0663,44201.06853
44201,1380,0.003518519,212294,6678291,3,7.3,44201.06853,44201.07205
44201,1208,0.003599537,381642,6678291,3,7.3,44201.0689,44201.0725
44201,1346,0.002789352,287680,6678291,3,7.3,44201.07044,44201.07323
44201,1227,0.003055556,433066,6678291,3,7.3,44201.07113,44201.07419
44201,1370,0.003634259,662210,6678291,3,7.3,44201.07238,44201.07602
44201,1396,0.003275463,716696,6678291,3,7.3,44201.07538,44201.07866
44201,1100,0.002233796,0,14272200,3,6.3,44201.07944,44201.08168
44202,1100,0.0025,0,14272200,4,6.3,44202.05443,44202.05693
44202,1299,0.002384259,0,6678291,4,7.3,44202.0558,44202.05818
44202,1153,0.004178241,452484,14272200,4,6.3,44202.05705,44202.06123
44202,1380,0.002349537,212294,6678291,4,7.3,44202.05788,44202.06023
